trainNumber,departureDate,operatorUICCode,operatorShortCode,trainType,trainCategory,commuterLineID,runningCurrently,cancelled,version,timetableType,timetableAcceptanceDate,stationShortCode,stationUICCode,countryCode,type,trainStopping,commercialStop,commercialTrack,cancelled,scheduledTime,actualTime,differenceInMinutes,causes,trainReady,liveEstimateTime,estimateSource
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KRA,478,FI,DEPARTURE,False,,,False,2020-03-04T07:24:00.000Z,2020-03-04T07:24:50.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SMÄ,1325,FI,ARRIVAL,False,,,False,2020-03-04T07:26:00.000Z,2020-03-04T07:26:55.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SMÄ,1325,FI,DEPARTURE,False,,,False,2020-03-04T07:26:00.000Z,2020-03-04T07:26:55.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,NMÄ,1324,FI,ARRIVAL,False,,,False,2020-03-04T07:29:00.000Z,2020-03-04T07:29:30.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,NMÄ,1324,FI,DEPARTURE,False,,,False,2020-03-04T07:29:00.000Z,2020-03-04T07:29:30.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KA,477,FI,ARRIVAL,False,,,False,2020-03-04T07:30:00.000Z,2020-03-04T07:30:33.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KA,477,FI,DEPARTURE,False,,,False,2020-03-04T07:30:00.000Z,2020-03-04T07:30:33.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,MKA,1336,FI,ARRIVAL,False,,,False,2020-03-04T07:34:00.000Z,2020-03-04T07:34:06.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,MKA,1336,FI,DEPARTURE,False,,,False,2020-03-04T07:34:00.000Z,2020-03-04T07:34:06.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,UKÄ,105,FI,ARRIVAL,False,,,False,2020-03-04T07:38:00.000Z,2020-03-04T07:38:27.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,UKÄ,105,FI,DEPARTURE,False,,,False,2020-03-04T07:38:00.000Z,2020-03-04T07:38:27.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,NSL,595,FI,ARRIVAL,False,,,False,2020-03-04T07:39:30.000Z,2020-03-04T07:39:42.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,NSL,595,FI,DEPARTURE,False,,,False,2020-03-04T07:39:30.000Z,2020-03-04T07:39:42.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,VLH,104,FI,ARRIVAL,False,,,False,2020-03-04T07:42:00.000Z,2020-03-04T07:41:33.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,VLH,104,FI,DEPARTURE,False,,,False,2020-03-04T07:42:00.000Z,2020-03-04T07:41:33.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,LH,100,FI,ARRIVAL,True,True,4,False,2020-03-04T07:47:00.000Z,2020-03-04T07:46:32.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,LH,100,FI,DEPARTURE,True,True,4,False,2020-03-04T07:49:00.000Z,2020-03-04T07:50:09.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HLT,1014,FI,ARRIVAL,False,,,False,2020-03-04T07:55:00.000Z,2020-03-04T07:55:18.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HLT,1014,FI,DEPARTURE,False,,,False,2020-03-04T07:55:00.000Z,2020-03-04T07:55:18.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HNN,1164,FI,ARRIVAL,False,,,False,2020-03-04T08:00:00.000Z,2020-03-04T08:00:22.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HNN,1164,FI,DEPARTURE,False,,,False,2020-03-04T08:00:00.000Z,2020-03-04T08:00:22.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SIP,1254,FI,ARRIVAL,False,,,False,2020-03-04T08:03:30.000Z,2020-03-04T08:03:40.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SIP,1254,FI,DEPARTURE,False,,,False,2020-03-04T08:03:30.000Z,2020-03-04T08:03:40.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,MLÄ,27,FI,ARRIVAL,False,,,False,2020-03-04T08:06:30.000Z,2020-03-04T08:06:28.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,MLÄ,27,FI,DEPARTURE,False,,,False,2020-03-04T08:06:30.000Z,2020-03-04T08:06:28.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KSU,1128,FI,ARRIVAL,False,,,False,2020-03-04T08:09:30.000Z,2020-03-04T08:09:12.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KSU,1128,FI,DEPARTURE,False,,,False,2020-03-04T08:09:30.000Z,2020-03-04T08:09:12.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HAA,13,FI,ARRIVAL,False,,,False,2020-03-04T08:13:00.000Z,2020-03-04T08:12:37.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HAA,13,FI,DEPARTURE,False,,,False,2020-03-04T08:13:00.000Z,2020-03-04T08:12:37.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KYT,1111,FI,ARRIVAL,False,,,False,2020-03-04T08:16:00.000Z,2020-03-04T08:15:23.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KYT,1111,FI,DEPARTURE,False,,,False,2020-03-04T08:16:00.000Z,2020-03-04T08:15:23.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KE,20,FI,ARRIVAL,False,,,False,2020-03-04T08:17:00.000Z,2020-03-04T08:16:13.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KE,20,FI,DEPARTURE,False,,,False,2020-03-04T08:17:00.000Z,2020-03-04T08:16:13.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SAV,555,FI,ARRIVAL,False,,,False,2020-03-04T08:18:24.000Z,2020-03-04T08:17:35.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,SAV,555,FI,DEPARTURE,False,,,False,2020-03-04T08:18:24.000Z,2020-03-04T08:17:35.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KRS,19,FI,ARRIVAL,False,,,False,2020-03-04T08:20:20.000Z,2020-03-04T08:18:51.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KRS,19,FI,DEPARTURE,False,,,False,2020-03-04T08:20:20.000Z,2020-03-04T08:18:51.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HNA,1018,FI,ARRIVAL,False,,,False,2020-03-04T08:21:00.000Z,2020-03-04T08:19:26.000Z,-2,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HNA,1018,FI,DEPARTURE,False,,,False,2020-03-04T08:21:00.000Z,2020-03-04T08:19:26.000Z,-2,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,RKL,554,FI,ARRIVAL,False,,,False,2020-03-04T08:21:25.000Z,2020-03-04T08:20:05.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,RKL,554,FI,DEPARTURE,False,,,False,2020-03-04T08:21:25.000Z,2020-03-04T08:20:05.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KVY,559,FI,ARRIVAL,False,,,False,2020-03-04T08:22:03.000Z,2020-03-04T08:20:45.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KVY,559,FI,DEPARTURE,False,,,False,2020-03-04T08:22:03.000Z,2020-03-04T08:20:45.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HVK,1334,FI,ARRIVAL,False,,,False,2020-03-04T08:23:00.000Z,,-1,[],,2020-03-04T08:21:43.000Z,LIIKE_AUTOMATIC
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HVK,1334,FI,DEPARTURE,False,,,False,2020-03-04T08:23:00.000Z,,-1,[],,2020-03-04T08:21:43.000Z,LIIKE_AUTOMATIC
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HKH,556,FI,ARRIVAL,False,,,False,2020-03-04T08:23:40.000Z,2020-03-04T08:22:43.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HKH,556,FI,DEPARTURE,False,,,False,2020-03-04T08:23:40.000Z,2020-03-04T08:23:01.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,TKL,18,FI,ARRIVAL,True,True,1,False,2020-03-04T08:25:00.000Z,2020-03-04T08:24:29.000Z,-1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,TKL,18,FI,DEPARTURE,True,True,1,False,2020-03-04T08:26:00.000Z,2020-03-04T08:26:27.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PLA,553,FI,ARRIVAL,False,,,False,2020-03-04T08:27:06.000Z,2020-03-04T08:28:05.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PLA,553,FI,DEPARTURE,False,,,False,2020-03-04T08:27:06.000Z,2020-03-04T08:28:05.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,TNA,552,FI,ARRIVAL,False,,,False,2020-03-04T08:27:59.000Z,2020-03-04T08:28:54.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,TNA,552,FI,DEPARTURE,False,,,False,2020-03-04T08:27:59.000Z,2020-03-04T08:28:54.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,ML,17,FI,ARRIVAL,False,,,False,2020-03-04T08:29:00.000Z,2020-03-04T08:29:29.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,ML,17,FI,DEPARTURE,False,,,False,2020-03-04T08:29:00.000Z,2020-03-04T08:29:29.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PMK,551,FI,ARRIVAL,False,,,False,2020-03-04T08:29:50.000Z,2020-03-04T08:30:07.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PMK,551,FI,DEPARTURE,False,,,False,2020-03-04T08:29:50.000Z,2020-03-04T08:30:07.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,OLK,15,FI,ARRIVAL,False,,,False,2020-03-04T08:31:00.000Z,2020-03-04T08:31:21.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,OLK,15,FI,DEPARTURE,False,,,False,2020-03-04T08:31:00.000Z,2020-03-04T08:31:21.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KÄP,977,FI,ARRIVAL,False,,,False,2020-03-04T08:32:00.000Z,2020-03-04T08:32:04.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,KÄP,977,FI,DEPARTURE,False,,,False,2020-03-04T08:32:00.000Z,2020-03-04T08:32:04.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PSL,10,FI,ARRIVAL,True,True,4,False,2020-03-04T08:34:00.000Z,2020-03-04T08:34:23.000Z,0,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,PSL,10,FI,DEPARTURE,True,True,4,False,2020-03-04T08:35:00.000Z,2020-03-04T08:36:09.000Z,1,[],,,
4,2020-03-04,10,vr,IC,Long-distance,,False,False,276603016673,REGULAR,2019-11-08T10:34:22.000Z,HKI,1,FI,ARRIVAL,True,True,8,False,2020-03-04T08:40:00.000Z,2020-03-04T08:40:26.000Z,0,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,JNS,460,FI,DEPARTURE,True,True,3,False,2020-03-05T04:10:00.000Z,2020-03-05T05:02:00.000Z,52,"[{'categoryCode': 'L', 'detailedCategoryCode': 'L7', 'thirdCategoryCode': 'L705', 'categoryCodeId': 352389194, 'detailedCategoryCodeId': 135594248, 'thirdCategoryCodeId': 151524609}]","{'source': 'KUPLA', 'accepted': True, 'timestamp': '2020-03-05T04:21:14.000Z'}",2020-03-05T05:02:00.000Z,LIIKE_USER
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PLT,1070,FI,ARRIVAL,False,,,False,2020-03-05T04:10:34.000Z,2020-03-05T05:03:01.000Z,52,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PLT,1070,FI,DEPARTURE,False,,,False,2020-03-05T04:10:34.000Z,2020-03-05T05:03:21.000Z,53,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SUL,1071,FI,ARRIVAL,False,,,False,2020-03-05T04:11:14.000Z,2020-03-05T05:04:59.000Z,54,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SUL,1071,FI,DEPARTURE,False,,,False,2020-03-05T04:11:14.000Z,2020-03-05T05:04:59.000Z,54,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,NTH,917,FI,ARRIVAL,False,,,False,2020-03-05T04:18:00.000Z,2020-03-05T05:10:14.000Z,52,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,NTH,917,FI,DEPARTURE,False,,,False,2020-03-05T04:18:00.000Z,2020-03-05T05:10:14.000Z,52,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,HSL,451,FI,ARRIVAL,False,,,False,2020-03-05T04:24:00.000Z,2020-03-05T05:15:23.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,HSL,451,FI,DEPARTURE,False,,,False,2020-03-05T04:24:00.000Z,2020-03-05T05:15:23.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,TKK,916,FI,ARRIVAL,False,,,False,2020-03-05T04:29:00.000Z,2020-03-05T05:19:41.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,TKK,916,FI,DEPARTURE,False,,,False,2020-03-05T04:29:00.000Z,2020-03-05T05:19:41.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SÄ,918,FI,ARRIVAL,False,,,False,2020-03-05T04:32:00.000Z,2020-03-05T05:22:34.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SÄ,918,FI,DEPARTURE,False,,,False,2020-03-05T04:32:00.000Z,2020-03-05T05:22:34.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KIT,453,FI,ARRIVAL,True,True,1,False,2020-03-05T04:42:00.000Z,2020-03-05T05:32:18.000Z,50,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KIT,453,FI,DEPARTURE,True,True,1,False,2020-03-05T04:43:00.000Z,2020-03-05T05:33:12.000Z,50,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PUS,919,FI,ARRIVAL,False,,,False,2020-03-05T04:47:00.000Z,2020-03-05T05:37:57.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PUS,919,FI,DEPARTURE,False,,,False,2020-03-05T04:47:00.000Z,2020-03-05T05:37:57.000Z,51,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KTI,966,FI,ARRIVAL,True,True,1,False,2020-03-05T05:01:00.000Z,2020-03-05T05:50:46.000Z,50,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KTI,966,FI,DEPARTURE,True,True,1,False,2020-03-05T05:02:00.000Z,2020-03-05T05:52:07.000Z,50,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,POI,965,FI,ARRIVAL,False,,,False,2020-03-05T05:07:57.000Z,,50,[],,2020-03-05T05:58:19.000Z,LIIKE_AUTOMATIC
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,POI,965,FI,DEPARTURE,False,,,False,2020-03-05T05:07:57.000Z,,50,[],,2020-03-05T05:58:19.000Z,LIIKE_AUTOMATIC
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SR,964,FI,ARRIVAL,False,,,False,2020-03-05T05:14:00.000Z,2020-03-05T06:03:23.000Z,49,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SR,964,FI,DEPARTURE,False,,,False,2020-03-05T05:14:00.000Z,2020-03-05T06:03:23.000Z,49,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PAR,510,FI,ARRIVAL,True,True,1,False,2020-03-05T05:25:00.000Z,2020-03-05T06:12:24.000Z,47,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,PAR,510,FI,DEPARTURE,True,True,1,False,2020-03-05T05:27:00.000Z,2020-03-05T06:13:03.000Z,46,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KIJ,1123,FI,ARRIVAL,False,,,False,2020-03-05T05:28:57.000Z,2020-03-05T06:16:20.000Z,47,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,KIJ,1123,FI,DEPARTURE,False,,,False,2020-03-05T05:28:57.000Z,2020-03-05T06:16:24.000Z,47,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SPL,507,FI,ARRIVAL,True,True,2,False,2020-03-05T05:40:00.000Z,2020-03-05T06:25:52.000Z,46,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,SPL,507,FI,DEPARTURE,True,True,2,False,2020-03-05T05:41:00.000Z,2020-03-05T06:26:19.000Z,45,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,RJÄ,506,FI,ARRIVAL,False,,,False,2020-03-05T05:54:00.000Z,2020-03-05T06:38:08.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,RJÄ,506,FI,DEPARTURE,False,,,False,2020-03-05T05:54:00.000Z,2020-03-05T06:38:08.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IM,1352,FI,ARRIVAL,False,,,False,2020-03-05T06:00:48.000Z,,44,[],,2020-03-05T06:45:14.000Z,LIIKE_AUTOMATIC
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IM,1352,FI,DEPARTURE,False,,,False,2020-03-05T06:00:48.000Z,,44,[],,2020-03-05T06:45:14.000Z,LIIKE_AUTOMATIC
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IMT,502,FI,ARRIVAL,False,,,False,2020-03-05T06:04:00.000Z,2020-03-05T06:48:15.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IMT,502,FI,DEPARTURE,False,,,False,2020-03-05T06:04:00.000Z,2020-03-05T06:48:15.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IMR,603,FI,ARRIVAL,True,True,1,False,2020-03-05T06:07:00.000Z,2020-03-05T06:51:15.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,IMR,603,FI,DEPARTURE,True,True,1,False,2020-03-05T06:09:00.000Z,2020-03-05T06:53:16.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,RAH,501,FI,ARRIVAL,False,,,False,2020-03-05T06:13:00.000Z,2020-03-05T06:58:23.000Z,45,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,RAH,501,FI,DEPARTURE,False,,,False,2020-03-05T06:13:00.000Z,2020-03-05T06:58:23.000Z,45,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,JTS,499,FI,ARRIVAL,True,True,1,False,2020-03-05T06:20:00.000Z,2020-03-05T07:05:05.000Z,45,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,JTS,499,FI,DEPARTURE,True,True,1,False,2020-03-05T06:21:00.000Z,2020-03-05T07:06:23.000Z,45,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,MKO,1180,FI,ARRIVAL,False,,,False,2020-03-05T06:27:00.000Z,2020-03-05T07:10:56.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,MKO,1180,FI,DEPARTURE,False,,,False,2020-03-05T06:27:00.000Z,2020-03-05T07:10:56.000Z,44,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,LRS,498,FI,ARRIVAL,False,,,False,2020-03-05T06:32:00.000Z,2020-03-05T07:19:20.000Z,47,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,LRS,498,FI,DEPARTURE,False,,,False,2020-03-05T06:32:00.000Z,2020-03-05T07:19:20.000Z,47,[],,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,LR,495,FI,ARRIVAL,True,True,1,False,2020-03-05T06:36:00.000Z,2020-03-05T07:22:29.000Z,46,"[{'categoryCode': 'T', 'detailedCategoryCode': 'T1', 'thirdCategoryCode': 'T102', 'categoryCodeId': 402720842, 'detailedCategoryCodeId': 18350344, 'thirdCategoryCodeId': 33626113}]",,,
4,2020-03-05,10,vr,IC,Long-distance,,False,False,276603023765,REGULAR,2019-11-08T10:34:22.000Z,LR,495,FI,DEPARTURE,True,True,1,False,2020-03-05T06:38:00.000Z,2020-03-05T07:24:34.000Z,47,[],,,
